gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,verbatimscientificname,verbatimscientificnameauthorship,countrycode,locality,stateprovince,occurrencestatus,individualcount,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,dateidentified,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
4096497918,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155705085,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.246813,-119.848672,4,NA,NA,NA,NA,NA,2023-04-19T17:48:34Z,19,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155705085,,ceenell,2023-04-20T04:44:04Z,CC_BY_NC_4_0,ceenell,ceenell,,,2023-09-13T17:39:17Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096495904,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155704893,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.217258,-119.85533,4,NA,NA,NA,NA,NA,2023-04-19T18:16:53Z,19,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155704893,,ceenell,2023-04-20T04:40:36Z,CC_BY_NC_4_0,ceenell,ceenell,,,2023-09-13T17:40:06Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096466125,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155917064,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.178353,-119.841038,NA,NA,NA,NA,NA,NA,2023-04-12T15:18:00Z,12,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155917064,,otes,2023-04-21T17:05:08Z,CC_BY_NC_4_0,otes,otes,,,2023-09-13T17:20:32Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096460021,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155832635,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.205662,-119.853203,4,NA,NA,NA,NA,NA,2023-04-20T11:09:02Z,20,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155832635,,homosapien4158540839,2023-04-21T01:22:51Z,CC_BY_NC_4_0,homosapien4158540839,homosapien4158540839,,,2023-09-13T17:39:17Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096447694,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155284354,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.204378,-119.852864,NA,NA,NA,NA,NA,NA,2023-04-01T15:44:28Z,1,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155284354,,paulexcoff,2023-04-17T14:44:11Z,CC0_1_0,Dan Horowitz,Dan Horowitz,,,2023-09-13T17:21:34Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096445213,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/156002894,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.182225,-119.844758,4,NA,NA,NA,NA,NA,2023-04-21T15:15:49Z,21,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,156002894,,stevevilter,2023-04-22T05:43:30Z,CC_BY_NC_4_0,stevevilter,stevevilter,,,2023-09-13T17:39:06Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096417172,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155989167,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.19067,-119.854483,4,NA,NA,NA,NA,NA,2023-04-17T16:48:06Z,17,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155989167,,Henrik Kibak,2023-04-22T02:39:41Z,CC_BY_NC_4_0,Henrik Kibak,Henrik Kibak,,,2023-09-13T17:20:43Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4096394822,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155621662,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.031609,-119.486941,8,NA,NA,NA,NA,NA,2023-04-17T13:53:00Z,17,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155621662,,danbrekke,2023-04-19T15:52:24Z,CC_BY_NC_4_0,danbrekke,danbrekke,,,2023-09-13T17:20:51Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4091927327,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155100539,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,35.184822,-119.8469,6,NA,NA,NA,NA,NA,2019-03-17T16:47:10Z,17,3,2019,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155100539,,ehopson,2023-04-16T04:35:35Z,CC_BY_NC_4_0,ehopson,ehopson,,,2023-09-13T17:20:46Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
4091865359,50c9509d-22c7-4a22-a47d-8c48425ef4a7,https://www.inaturalist.org/observations/155101596,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia ciliata,,SPECIES,Phacelia ciliata Benth.,Phacelia ciliata,,US,,California,PRESENT,NA,28eb1a3f-1c15-4a95-931a-4af90ecb574d,34.833228,-118.453994,NA,NA,NA,NA,NA,NA,2023-04-15T18:27:45Z,15,4,2023,2928053,2928053,HUMAN_OBSERVATION,iNaturalist,Observations,155101596,,schizotypalvamp,2023-04-16T04:47:23Z,CC_BY_NC_4_0,schizotypalvamp,schizotypalvamp,,,2023-09-13T17:37:02Z,StillImage,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
